,totalid
"351120,7409651",1.0
"351121,7395883",9.0
"351122,7397852",3.0
"351122,7400454",6.0
"351123,7380105",1.0
"351123,7396882",2.0
"351124,7380016",2.0
"351125,7402111",2.0
"351125,7407560",1.0
"351130,7397150",4.0
"351131,7380909",7.0
"351131,7405283",2.0
"351131,7409924",2.0
"351134,7397994",4.0
"351137,7407400",1.0
"351141,7396284",3.0
"351142,7381155",1.0
"351145,7377568",1.0
"351145,7381014",1.0
"351146,7382457",4.0
"351146,7386964",7.0
"351148,7382018",2.0
"351148,7385635",6.0
"351151,7382453",6.0
"351151,7394677",3.0
"351151,7395327",1.0
"351151,7411056",10.0
"351153,7385568",3.0
"351156,7393002",2.0
"351156,7401772",2.0
"351157,7399069",5.0
"351159,7401433",5.0
"351163,7399534",2.0
"351165,7402203",1.0
"351166,7397621",2.0
"351166,7409715",3.0
"351167,7381080",15.0
"351168,7401437",2.0
"351168,7403897",1.0
"351170,7382037",1.0
"351171,7401908",2.0
"351171,7411148",12.0
"351172,7397706",5.0
"351173,7397242",5.0
"351173,7399313",8.0
"351176,7385801",8.0
"351176,7392938",1.0
"351176,7399472",5.0
"351177,7388448",2.0
"351179,7401435",1.0
"351181,7387237",1.0
"351183,7380963",2.0
"351183,7398099",9.0
"351183,7401567",4.0
"351184,7379048",5.0
"351186,7383199",8.0
"351186,7398226",2.0
"351187,7399964",5.0
"351195,7387813",6.0
"351195,7399409",4.0
"351196,7399410",2.0
"351197,7393530",1.0
"351198,7386737",6.0
"351200,7394564",2.0
"351200,7395545",9.0
"351200,7396428",5.0
"351201,7391558",2.0
"351201,7395728",1.0
"351201,7405299",1.0
"351202,7381734",2.0
"351202,7393523",3.0
"351202,7410031",1.0
"351204,7394706",2.0
"351205,7381437",2.0
"351205,7399671",4.0
"351206,7385496",7.0
"351208,7382515",1.0
"351209,7396987",3.0
"351210,7388244",1.0
"351210,7410551",2.0
"351212,7399763",2.0
"351212,7400463",1.0
"351214,7378555",1.0
"351216,7389477",2.0
"351216,7400590",6.0
"351217,7410328",1.0
"351218,7396864",9.0
"351219,7393535",3.0
"351221,7393522",1.0
"351225,7393608",8.0
"351226,7378428",1.0
"351226,7391797",2.0
"351226,7397207",2.0
"351226,7399489",5.0
"351226,7409199",2.0
"351228,7379610",4.0
"351229,7382116",2.0
"351233,7393491",5.0
"351235,7389562",2.0
"351235,7400282",2.0
"351236,7409402",1.0
"351236,7409708",4.0
"351237,7394608",4.0
"351237,7398478",7.0
"351240,7399397",8.0
"351240,7401014",6.0
"351240,7409535",1.0
"351241,7386089",10.0
"351246,7398788",3.0
"351246,7403308",2.0
"351247,7397447",4.0
"351249,7401802",5.0
"351250,7391834",2.0
"351252,7381335",2.0
"351254,7400670",1.0
"351254,7400673",2.0
"351255,7397111",1.0
"351256,7410712",2.0
"351259,7387377",4.0
"351259,7400267",6.0
"351262,7387377",2.0
"351264,7398402",2.0
"351265,7398068",2.0
"351266,7398348",9.0
"351266,7400514",2.0
"351268,7382146",1.0
"351272,7401391",1.0
"351273,7383181",2.0
"351273,7385926",7.0
"351275,7381017",1.0
"351276,7399503",2.0
"351277,7401032",4.0
"351282,7409425",2.0
"351283,7380334",2.0
"351283,7400556",1.0
"351284,7394521",1.0
"351285,7388151",1.0
"351285,7392886",2.0
"351285,7396627",2.0
"351287,7373322",2.0
"351287,7381582",1.0
"351288,7398535",3.0
"351294,7406470",6.0
"351295,7393454",4.0
"351295,7398003",8.0
"351296,7378995",6.0
"351296,7379543",3.0
"351297,7398391",2.0
"351298,7382194",4.0
"351301,7378337",2.0
"351303,7389791",5.0
"351304,7382550",7.0
"351305,7394032",8.0
"351306,7381768",2.0
"351306,7409091",1.0
"351310,7386676",8.0
"351310,7396727",3.0
"351311,7400942",2.0
"351314,7382790",6.0
"351317,7395877",2.0
"351317,7401687",3.0
"351318,7380822",4.0
"351319,7381766",2.0
"351320,7379384",10.0
"351324,7381619",2.0
"351325,7378496",3.0
"351325,7381679",11.0
"351326,7394782",1.0
"351326,7401102",1.0
"351327,7389695",10.0
"351327,7401889",5.0
"351328,7391852",3.0
"351328,7395924",2.0
"351329,7383040",3.0
"351329,7396836",5.0
"351329,7398091",13.0
"351332,7389311",1.0
"351333,7399748",2.0
"351334,7405290",2.0
"351337,7392148",1.0
"351339,7395986",2.0
"351339,7400536",1.0
"351341,7380239",2.0
"351341,7395925",1.0
"351345,7400562",9.0
"351346,7401743",7.0
"351347,7397418",5.0
"351347,7400023",3.0
"351348,7411497",6.0
"351349,7381654",2.0
"351351,7410870",2.0
"351352,7381148",2.0
"351352,7393266",2.0
"351352,7411310",4.0
"351353,7385773",1.0
"351354,7395972",7.0
"351356,7393724",1.0
"351357,7392909",2.0
"351357,7401012",1.0
"351359,7393727",10.0
"351360,7385999",5.0
"351360,7409704",1.0
"351363,7381220",2.0
"351365,7394280",4.0
"351365,7396532",2.0
"351366,7401790",5.0
"351370,7398933",2.0
"351370,7406137",2.0
"351372,7398934",2.0
"351373,7405667",2.0
"351378,7394272",7.0
"351378,7400718",2.0
"351379,7401570",8.0
"351381,7400304",2.0
"351382,7382768",1.0
"351382,7393331",2.0
"351382,7395090",4.0
"351383,7394456",9.0
"351385,7377651",3.0
"351385,7387119",2.0
"351385,7388243",1.0
"351385,7394729",1.0
"351386,7381077",1.0
"351387,7401408",1.0
"351388,7398936",8.0
"351388,7410250",4.0
"351389,7396423",2.0
"351389,7407387",2.0
"351391,7400445",2.0
"351392,7401357",3.0
"351392,7401586",8.0
"351393,7395833",2.0
"351393,7396143",1.0
"351393,7401292",3.0
"351393,7401317",4.0
"351394,7380985",3.0
"351394,7397243",2.0
"351394,7401576",5.0
"351394,7411565",5.0
"351397,7397242",9.0
"351397,7401460",6.0
"351398,7381090",2.0
"351398,7383951",7.0
"351399,7409786",1.0
"351399,7410544",8.0
"351401,7393260",5.0
"351402,7381485",2.0
"351403,7386672",7.0
"351403,7394262",16.0
"351403,7394566",6.0
"351404,7394888",23.0
"351405,7401110",6.0
"351405,7401279",2.0
"351406,7395997",2.0
"351406,7409677",1.0
"351407,7395870",1.0
"351407,7401367",6.0
"351408,7401368",10.0
"351410,7400714",4.0
"351413,7382431",6.0
"351413,7392106",2.0
"351413,7403142",2.0
"351415,7382085",1.0
"351415,7386810",11.0
"351417,7385748",3.0
"351417,7400223",3.0
"351418,7387709",2.0
"351419,7382079",3.0
"351420,7387730",1.0
"351420,7397124",4.0
"351421,7380847",2.0
"351421,7380875",4.0
"351421,7385657",3.0
"351422,7395557",2.0
"351422,7403553",2.0
"351423,7400395",1.0
"351424,7396123",1.0
"351426,7381830",2.0
"351426,7381920",1.0
"351428,7401380",2.0
"351428,7401784",1.0
"351429,7394033",3.0
"351430,7394413",2.0
"351432,7378343",2.0
"351432,7381816",3.0
"351432,7387716",1.0
"351433,7397096",5.0
"351434,7398324",4.0
"351434,7410854",6.0
"351435,7410932",4.0
"351436,7381776",6.0
"351436,7401365",1.0
"351440,7381849",1.0
"351442,7400621",2.0
"351444,7387640",1.0
"351446,7394403",2.0
"351446,7400373",6.0
"351447,7410028",2.0
"351447,7410040",1.0
"351448,7410579",2.0
"351449,7383079",2.0
"351449,7391333",6.0
"351451,7388340",6.0
"351451,7395188",2.0
"351451,7409682",1.0
"351452,7396101",1.0
"351452,7409860",2.0
"351453,7381086",2.0
"351453,7387714",1.0
"351453,7391870",6.0
"351454,7388252",6.0
"351454,7396160",1.0
"351455,7381037",5.0
"351455,7399915",8.0
"351456,7387074",2.0
"351458,7386919",8.0
"351458,7400047",4.0
"351459,7394809",2.0
"351459,7409913",1.0
"351460,7380318",3.0
"351460,7381436",1.0
"351461,7399372",3.0
"351462,7381678",3.0
"351463,7389684",1.0
"351463,7407201",2.0
"351464,7381659",1.0
"351464,7396177",1.0
"351465,7405394",4.0
"351467,7395307",2.0
"351467,7396480",4.0
"351467,7397181",1.0
"351467,7409923",4.0
"351468,7397364",2.0
"351469,7387039",9.0
"351470,7393506",1.0
"351471,7395016",2.0
"351472,7393510",3.0
"351472,7395995",5.0
"351473,7398714",2.0
"351475,7396380",2.0
"351475,7396998",11.0
"351476,7387053",7.0
"351477,7385689",2.0
"351478,7381552",2.0
"351478,7381565",4.0
"351478,7395744",2.0
"351479,7381129",2.0
"351479,7381712",2.0
"351479,7389759",1.0
"351480,7381405",1.0
"351481,7395978",6.0
"351481,7396002",1.0
"351482,7383977",2.0
"351482,7396206",3.0
"351482,7397362",2.0
"351482,7405967",3.0
"351483,7401279",9.0
"351483,7407161",2.0
"351484,7396106",2.0
"351485,7389759",1.0
"351485,7397743",2.0
"351486,7381231",1.0
"351489,7387894",2.0
"351491,7392788",3.0
"351493,7381704",14.0
"351493,7394396",1.0
"351494,7395862",6.0
"351496,7389706",1.0
"351496,7396543",1.0
"351497,7381734",2.0
"351498,7386804",5.0
"351499,7386531",11.0
"351500,7395433",8.0
"351500,7395938",2.0
"351500,7401029",2.0
"351503,7410882",2.0
"351505,7396664",1.0
"351506,7381337",1.0
"351506,7381377",1.0
"351507,7389722",1.0
"351509,7397745",2.0
"351510,7380000",2.0
"351510,7396094",2.0
"351510,7400803",3.0
"351512,7405503",8.0
"351514,7394191",4.0
"351516,7387925",2.0
"351517,7398431",3.0
"351518,7395842",5.0
"351519,7391897",4.0
"351519,7398723",2.0
"351520,7400796",2.0
"351521,7395945",2.0
"351521,7397101",3.0
"351523,7395678",3.0
"351525,7410880",4.0
"351527,7395294",2.0
"351528,7393479",5.0
"351528,7397104",4.0
"351528,7398504",4.0
"351530,7387110",2.0
"351530,7395860",2.0
"351530,7395862",4.0
"351531,7396075",2.0
"351531,7397083",4.0
"351532,7393355",1.0
"351532,7399263",4.0
"351533,7386961",16.0
"351533,7403717",2.0
"351535,7377827",2.0
"351535,7395875",11.0
"351538,7396102",4.0
"351539,7397620",4.0
"351541,7392833",2.0
"351541,7396075",1.0
"351541,7410240",3.0
"351542,7395848",4.0
"351542,7397109",3.0
"351543,7400232",1.0
"351544,7389805",7.0
"351544,7398918",7.0
"351545,7394704",2.0
"351545,7411035",2.0
"351546,7393439",6.0
"351547,7393099",5.0
"351547,7406068",5.0
"351549,7396602",2.0
"351551,7380161",4.0
"351552,7395147",2.0
"351554,7398160",2.0
"351558,7396346",1.0
"351559,7381544",3.0
"351563,7385541",5.0
"351563,7395167",14.0
"351564,7391960",7.0
"351565,7394330",1.0
"351566,7384320",4.0
"351566,7393538",6.0
"351566,7399055",2.0
"351568,7396379",2.0
"351571,7396155",2.0
"351572,7391979",8.0
"351572,7396156",1.0
"351572,7399811",7.0
"351573,7386961",2.0
"351573,7393384",5.0
"351573,7400479",1.0
"351576,7381961",7.0
"351577,7391848",3.0
"351578,7396661",2.0
"351578,7398719",2.0
"351579,7394333",1.0
"351580,7378469",3.0
"351580,7391834",8.0
"351583,7378177",4.0
"351583,7394733",2.0
"351584,7396732",1.0
"351585,7381034",2.0
"351586,7398246",6.0
"351587,7389510",1.0
"351588,7393661",1.0
"351589,7381967",1.0
"351589,7395925",2.0
"351590,7400182",1.0
"351591,7389954",2.0
"351592,7380257",2.0
"351593,7397209",4.0
"351593,7399172",4.0
"351593,7400652",2.0
"351595,7386714",9.0
"351596,7389714",2.0
"351602,7389377",6.0
"351603,7378527",2.0
"351603,7381494",5.0
"351606,7396567",2.0
"351609,7395777",2.0
"351611,7388383",4.0
"351614,7373656",2.0
"351614,7389717",2.0
"351614,7395557",2.0
"351614,7399210",7.0
"351615,7395259",2.0
"351617,7377752",7.0
"351619,7393581",4.0
"351620,7389470",2.0
"351620,7389743",2.0
"351620,7413829",6.0
"351621,7388038",4.0
"351622,7384132",2.0
"351622,7411271",1.0
"351623,7382410",5.0
"351624,7395802",5.0
"351626,7382130",2.0
"351628,7381871",1.0
"351628,7395199",2.0
"351629,7398031",2.0
"351630,7381404",2.0
"351633,7396496",1.0
"351633,7399305",6.0
"351636,7395821",5.0
"351636,7405494",2.0
"351637,7400463",1.0
"351639,7400753",2.0
"351640,7401471",2.0
"351641,7394540",2.0
"351641,7396095",1.0
"351642,7379894",2.0
"351642,7396124",3.0
"351645,7389719",1.0
"351645,7400397",1.0
"351648,7383237",11.0
"351651,7377853",3.0
"351654,7381674",1.0
"351654,7403262",2.0
"351655,7395313",3.0
"351656,7380662",8.0
"351656,7398790",1.0
"351659,7395107",7.0
"351660,7396066",1.0
"351662,7400445",51.0
"351663,7399081",2.0
"351664,7378123",2.0
"351665,7385870",4.0
"351665,7386893",4.0
"351665,7394293",2.0
"351667,7384551",4.0
"351668,7383150",4.0
"351669,7389744",2.0
"351669,7391279",4.0
"351671,7382086",2.0
"351672,7396875",5.0
"351672,7397349",6.0
"351673,7395310",3.0
"351673,7414158",7.0
"351674,7410106",6.0
"351676,7391340",3.0
"351678,7384260",2.0
"351679,7398874",7.0
"351680,7380953",1.0
"351680,7381008",2.0
"351680,7383876",1.0
"351680,7400434",31.0
"351682,7394278",2.0
"351682,7398022",4.0
"351682,7400290",3.0
"351682,7400904",2.0
"351683,7405664",2.0
"351686,7381863",2.0
"351686,7407649",2.0
"351687,7389138",3.0
"351688,7380411",2.0
"351688,7397766",14.0
"351690,7395140",1.0
"351693,7381624",2.0
"351694,7399166",1.0
"351695,7379902",2.0
"351695,7383944",9.0
"351695,7389409",1.0
"351696,7399555",9.0
"351697,7399527",1.0
"351697,7400621",3.0
"351698,7395161",9.0
"351700,7409923",2.0
"351702,7381303",4.0
"351702,7392015",1.0
"351702,7399283",2.0
"351702,7399318",5.0
"351703,7391958",3.0
"351703,7397447",8.0
"351703,7399284",4.0
"351705,7400452",1.0
"351706,7405683",2.0
"351706,7410299",1.0
"351708,7398774",1.0
"351708,7410310",1.0
"351709,7381505",4.0
"351710,7388033",5.0
"351711,7377620",2.0
"351713,7399367",12.0
"351714,7391970",4.0
"351715,7379906",2.0
"351717,7381145",2.0
"351718,7388196",8.0
"351718,7394988",1.0
"351718,7400147",2.0
"351718,7407654",1.0
"351719,7396982",2.0
"351722,7381303",7.0
"351723,7389565",1.0
"351724,7398498",8.0
"351725,7399416",4.0
"351726,7381517",3.0
"351726,7382019",2.0
"351728,7389933",7.0
"351730,7383348",10.0
"351730,7394253",3.0
"351733,7400472",27.0
"351734,7384107",2.0
"351734,7395627",7.0
"351734,7397015",3.0
"351735,7383007",2.0
"351735,7389595",1.0
"351735,7405844",2.0
"351736,7394229",2.0
"351737,7396095",5.0
"351738,7401331",2.0
"351740,7387353",7.0
"351740,7392140",3.0
"351740,7397024",2.0
"351743,7381870",1.0
"351743,7387911",1.0
"351744,7384143",8.0
"351745,7391307",2.0
"351746,7397261",4.0
"351749,7389402",1.0
"351751,7381161",2.0
"351751,7389092",7.0
"351752,7392308",1.0
"351753,7381889",1.0
"351753,7411191",6.0
"351754,7399043",4.0
"351755,7401161",2.0
"351756,7382018",2.0
"351758,7383400",4.0
"351758,7391785",10.0
"351758,7398824",2.0
"351764,7384614",5.0
"351766,7379887",1.0
"351771,7400520",1.0
"351772,7407529",2.0
"351773,7398377",10.0
"351775,7395384",7.0
"351777,7382700",3.0
"351777,7394729",2.0
"351778,7380877",2.0
"351780,7391951",1.0
"351780,7395915",8.0
"351784,7391083",2.0
"351785,7388759",2.0
"351790,7393481",2.0
"351790,7410624",2.0
"351792,7380760",2.0
"351792,7394650",6.0
"351793,7400074",4.0
"351794,7400594",8.0
"351796,7383003",4.0
"351797,7389380",4.0
"351797,7397906",2.0
"351797,7406349",2.0
"351798,7379967",9.0
"351799,7400942",1.0
"351802,7394188",1.0
"351807,7400995",2.0
"351808,7380656",2.0
"351812,7396255",1.0
"351813,7381595",8.0
"351814,7399982",1.0
"351816,7389692",2.0
"351816,7398026",10.0
"351817,7399962",1.0
"351818,7379419",2.0
"351819,7377897",2.0
"351820,7379308",4.0
"351822,7398236",4.0
"351822,7400100",2.0
"351822,7411144",2.0
"351823,7395464",9.0
"351824,7382500",2.0
"351825,7392063",7.0
"351827,7397121",1.0
"351828,7381658",2.0
"351828,7391915",1.0
"351832,7395570",2.0
"351834,7378256",6.0
"351835,7381639",7.0
"351837,7393505",2.0
"351838,7400224",1.0
"351839,7380779",2.0
"351839,7396821",6.0
"351841,7396580",2.0
"351842,7387647",3.0
"351844,7379866",2.0
"351845,7396058",1.0
"351847,7388428",7.0
"351848,7382774",2.0
"351849,7384551",10.0
"351850,7398971",2.0
"351853,7388090",2.0
"351855,7393875",5.0
"351864,7379312",3.0
"351865,7398346",2.0
"351866,7395033",9.0
"351866,7395228",6.0
"351867,7389150",2.0
"351867,7389766",1.0
"351868,7394547",2.0
"351869,7385792",4.0
"351869,7396548",1.0
"351870,7391037",6.0
"351871,7397469",5.0
"351871,7397893",7.0
"351872,7388298",9.0
"351873,7396551",1.0
"351874,7387411",2.0
"351874,7399829",2.0
"351875,7399633",9.0
"351876,7410078",3.0
"351877,7399447",5.0
"351878,7380882",1.0
"351878,7395053",10.0
"351878,7410757",1.0
"351879,7398323",2.0
"351879,7400346",1.0
"351881,7391054",2.0
"351881,7398769",3.0
"351881,7400118",2.0
"351882,7389783",2.0
"351882,7398235",2.0
"351882,7401141",6.0
"351883,7379401",2.0
"351886,7377924",5.0
"351890,7380573",4.0
"351892,7381679",1.0
"351893,7380708",1.0
"351893,7387906",1.0
"351893,7394268",2.0
"351894,7392000",1.0
"351894,7394680",8.0
"351895,7412125",13.0
"351896,7381948",2.0
"351897,7379037",3.0
"351899,7410297",4.0
"351900,7409949",2.0
"351904,7399212",2.0
"351905,7395614",2.0
"351905,7398394",2.0
"351907,7401643",4.0
"351907,7405609",2.0
"351909,7381934",4.0
"351910,7397182",1.0
"351916,7400251",4.0
"351917,7378040",2.0
"351917,7395642",4.0
"351920,7398640",1.0
"351921,7400398",3.0
"351923,7380376",1.0
"351923,7388156",6.0
"351925,7379386",4.0
"351926,7394451",4.0
"351930,7382892",4.0
"351930,7397976",6.0
"351931,7396870",2.0
"351932,7405658",2.0
"351933,7382072",1.0
"351935,7382072",1.0
"351937,7380252",2.0
"351940,7391143",1.0
"351943,7378160",5.0
"351943,7398966",6.0
"351943,7399635",1.0
"351946,7396332",2.0
"351947,7397792",4.0
"351948,7405820",3.0
"351949,7410545",4.0
"351949,7411009",6.0
"351951,7389000",1.0
"351952,7398359",5.0
"351954,7393950",4.0
"351955,7409922",1.0
"351957,7410284",2.0
"351957,7414369",1.0
"351959,7398724",5.0
"351959,7399361",2.0
"351960,7387440",2.0
"351960,7392623",4.0
"351960,7397960",5.0
"351961,7382397",13.0
"351962,7380235",4.0
"351962,7389761",1.0
"351963,7382304",2.0
"351964,7400359",3.0
"351966,7398460",3.0
"351969,7382295",1.0
"351969,7395125",8.0
"351972,7381210",2.0
"351972,7388095",2.0
"351973,7396286",1.0
"351974,7395099",2.0
"351976,7397600",4.0
"351977,7398898",4.0
"351979,7381295",3.0
"351981,7393455",1.0
"351982,7393614",2.0
"351984,7389877",8.0
"351984,7393389",2.0
"351985,7394204",5.0
"351987,7380174",1.0
"351987,7400578",7.0
"351988,7382106",1.0
"351992,7381441",1.0
"351994,7399416",1.0
"351995,7381138",4.0
"351996,7401589",9.0
"352001,7378928",6.0
"352002,7382096",1.0
"352005,7399985",7.0
"352006,7381853",7.0
"352010,7388170",2.0
"352010,7409632",4.0
"352011,7401052",4.0
"352014,7381512",4.0
"352014,7387903",2.0
"352016,7388790",2.0
"352017,7392166",7.0
"352018,7401575",1.0
"352019,7400260",9.0
"352023,7384700",12.0
"352023,7394264",7.0
"352025,7400969",5.0
"352027,7396879",1.0
"352028,7397712",1.0
"352030,7383416",5.0
"352031,7397236",1.0
"352032,7381427",2.0
"352033,7399734",6.0
"352033,7401596",5.0
"352034,7382123",1.0
"352034,7419237",2.0
"352035,7413815",2.0
"352036,7381792",3.0
"352036,7389816",8.0
"352036,7396522",1.0
"352036,7407083",2.0
"352037,7396677",1.0
"352040,7399721",3.0
"352043,7400799",7.0
"352045,7389857",1.0
"352045,7401425",4.0
"352046,7396585",2.0
"352047,7379994",2.0
"352047,7386871",2.0
"352048,7394697",1.0
"352049,7395329",6.0
"352051,7378217",3.0
"352051,7387664",8.0
"352052,7387661",9.0
"352054,7389434",1.0
"352056,7382535",4.0
"352056,7394850",1.0
"352056,7396269",1.0
"352057,7388589",4.0
"352060,7387704",2.0
"352062,7379305",2.0
"352062,7384210",4.0
"352063,7400253",2.0
"352065,7382145",2.0
"352065,7387667",2.0
"352068,7398478",2.0
"352069,7396535",2.0
"352071,7381312",2.0
"352072,7389090",5.0
"352079,7379329",3.0
"352080,7400241",2.0
"352080,7401425",8.0
"352081,7400015",5.0
"352083,7379483",2.0
"352091,7383950",2.0
"352091,7385796",3.0
"352091,7406971",2.0
"352093,7383314",4.0
"352093,7387296",11.0
"352094,7396880",2.0
"352094,7399220",11.0
"352095,7388745",8.0
"352096,7389097",4.0
"352098,7381567",7.0
"352099,7383977",6.0
"352102,7399398",2.0
"352103,7381297",4.0
"352103,7388366",2.0
"352103,7398014",7.0
"352104,7391126",6.0
"352105,7382164",1.0
"352105,7388468",4.0
"352107,7381314",6.0
"352107,7391083",1.0
"352108,7389786",8.0
"352108,7397044",4.0
"352109,7392556",2.0
"352111,7394131",2.0
"352112,7411146",1.0
"352113,7386376",2.0
"352114,7388130",5.0
"352116,7385112",3.0
"352117,7394738",11.0
"352118,7380809",4.0
"352119,7400736",6.0
"352120,7381310",6.0
"352127,7396587",1.0
"352128,7379981",4.0
"352128,7395474",1.0
"352129,7397189",4.0
"352129,7400985",8.0
"352129,7401247",2.0
"352130,7398666",7.0
"352131,7379941",4.0
"352131,7396719",1.0
"352131,7407548",2.0
"352133,7380428",6.0
"352133,7389689",5.0
"352135,7397454",5.0
"352135,7401697",3.0
"352136,7401045",1.0
"352138,7407596",2.0
"352139,7379730",2.0
"352141,7382752",6.0
"352142,7382173",1.0
"352142,7406322",2.0
"352145,7395607",4.0
"352148,7381006",5.0
"352148,7385616",7.0
"352148,7392643",2.0
"352151,7382058",1.0
"352152,7396732",1.0
"352153,7383972",1.0
"352154,7381816",6.0
"352154,7389039",2.0
"352155,7400229",3.0
"352161,7401550",2.0
"352162,7399149",10.0
"352164,7392638",2.0
"352165,7399149",11.0
"352165,7400145",3.0
"352165,7401050",6.0
"352167,7387989",2.0
"352168,7388158",2.0
"352168,7389915",1.0
"352173,7399954",2.0
"352174,7391029",1.0
"352176,7399621",2.0
"352177,7396302",1.0
"352177,7400736",5.0
"352178,7391322",10.0
"352183,7397286",1.0
"352184,7379717",4.0
"352186,7387953",6.0
"352190,7385738",3.0
"352191,7386075",4.0
"352192,7388445",4.0
"352196,7401596",1.0
"352197,7380420",3.0
"352197,7401692",2.0
"352199,7383851",3.0
"352199,7397783",2.0
"352202,7394968",6.0
"352202,7400333",6.0
"352203,7381572",2.0
"352203,7398438",3.0
"352204,7384834",9.0
"352204,7395536",2.0
"352205,7401599",1.0
"352207,7407904",6.0
"352210,7395767",32.0
"352212,7401505",7.0
"352212,7403593",2.0
"352213,7396858",3.0
"352216,7384979",9.0
"352217,7394875",1.0
"352218,7396027",4.0
"352218,7414524",6.0
"352219,7388023",6.0
"352221,7383467",7.0
"352221,7387846",8.0
"352222,7396878",2.0
"352226,7399220",1.0
"352227,7384144",4.0
"352228,7400753",2.0
"352233,7393185",1.0
"352234,7394092",8.0
"352234,7396791",2.0
"352235,7396416",3.0
"352236,7379912",3.0
"352236,7400952",2.0
"352237,7389589",4.0
"352238,7398248",4.0
"352238,7406696",1.0
"352238,7410572",8.0
"352240,7388317",1.0
"352240,7396006",5.0
"352242,7379206",1.0
"352243,7388695",5.0
"352245,7397800",1.0
"352246,7403527",2.0
"352247,7382169",1.0
"352248,7406730",1.0
"352251,7384459",6.0
"352251,7398216",1.0
"352251,7400021",7.0
"352253,7386443",6.0
"352253,7396544",1.0
"352254,7396827",1.0
"352254,7401298",2.0
"352256,7382400",1.0
"352256,7399578",6.0
"352257,7382400",4.0
"352257,7394127",2.0
"352260,7385177",1.0
"352262,7380235",2.0
"352262,7388148",3.0
"352265,7399468",3.0
"352266,7382362",2.0
"352266,7383066",2.0
"352266,7395419",2.0
"352266,7399406",5.0
"352268,7386501",4.0
"352269,7388576",4.0
"352271,7400128",6.0
"352272,7383908",6.0
"352278,7379812",2.0
"352282,7395897",6.0
"352282,7407519",2.0
"352284,7391709",2.0
"352286,7381527",1.0
"352288,7401324",2.0
"352293,7380406",1.0
"352299,7394126",6.0
"352300,7394026",2.0
"352300,7394977",6.0
"352301,7396118",6.0
"352304,7381286",1.0
"352308,7385944",5.0
"352308,7386266",10.0
"352308,7394049",12.0
"352310,7399239",9.0
"352311,7394143",1.0
"352312,7384881",2.0
"352312,7394360",6.0
"352312,7411279",1.0
"352315,7379455",7.0
"352315,7383710",2.0
"352315,7399268",2.0
"352317,7379135",3.0
"352318,7385119",8.0
"352320,7385596",5.0
"352320,7387609",9.0
"352320,7396419",7.0
"352323,7383612",5.0
"352325,7388410",1.0
"352325,7395795",1.0
"352327,7396481",8.0
"352328,7379346",3.0
"352328,7388410",2.0
"352328,7399368",6.0
"352329,7386500",5.0
"352331,7393679",7.0
"352331,7394142",1.0
"352332,7401051",4.0
"352333,7390527",6.0
"352334,7396881",2.0
"352335,7387956",5.0
"352335,7395773",1.0
"352340,7386082",5.0
"352342,7400250",6.0
"352345,7396485",1.0
"352346,7401656",20.0
"352347,7400596",2.0
"352350,7397161",2.0
"352351,7388732",7.0
"352351,7396929",1.0
"352352,7382849",1.0
"352354,7398562",4.0
"352355,7388233",4.0
"352355,7389526",2.0
"352356,7401006",11.0
"352357,7380898",4.0
"352358,7397633",2.0
"352359,7388375",8.0
"352359,7396045",1.0
"352359,7397382",2.0
"352363,7389906",1.0
"352365,7389458",4.0
"352367,7399805",9.0
"352368,7399720",2.0
"352368,7411294",4.0
"352371,7395639",1.0
"352374,7395345",4.0
"352376,7399407",2.0
"352378,7383826",2.0
"352378,7390007",7.0
"352380,7399719",4.0
"352384,7393208",4.0
"352388,7392728",2.0
"352389,7398079",2.0
"352389,7398864",1.0
"352389,7401671",5.0
"352391,7401517",6.0
"352392,7379317",2.0
"352392,7380329",1.0
"352393,7382791",2.0
"352394,7388050",1.0
"352398,7396897",2.0
"352398,7397462",1.0
"352399,7399725",4.0
"352401,7386255",11.0
"352402,7383789",4.0
"352402,7388065",6.0
"352403,7400632",3.0
"352404,7386487",4.0
"352404,7388477",1.0
"352405,7400738",4.0
"352406,7400896",3.0
"352409,7382101",1.0
"352410,7381402",2.0
"352412,7389900",2.0
"352413,7404902",2.0
"352414,7386214",2.0
"352415,7380843",4.0
"352416,7383633",3.0
"352416,7399345",5.0
"352417,7397960",5.0
"352418,7396490",1.0
"352422,7382046",2.0
"352423,7394139",1.0
"352423,7401213",7.0
"352427,7393611",2.0
"352428,7401398",1.0
"352430,7381938",6.0
"352431,7400513",8.0
"352435,7400554",2.0
"352435,7401416",2.0
"352437,7381630",3.0
"352437,7411204",1.0
"352438,7401390",4.0
"352439,7386084",4.0
"352440,7395156",1.0
"352440,7401394",2.0
"352442,7386807",2.0
"352442,7409842",2.0
"352443,7383073",1.0
"352443,7386033",4.0
"352443,7399428",4.0
"352444,7396087",11.0
"352444,7397456",8.0
"352445,7379464",1.0
"352446,7388609",7.0
"352446,7393386",2.0
"352447,7382094",1.0
"352448,7400628",8.0
"352448,7401404",1.0
"352449,7385883",2.0
"352452,7397648",7.0
"352455,7379786",1.0
"352455,7389719",2.0
"352455,7400459",5.0
"352459,7382111",1.0
"352460,7379886",1.0
"352460,7382375",1.0
"352460,7396660",3.0
"352461,7395272",1.0
"352463,7379968",4.0
"352463,7401369",1.0
"352463,7411335",2.0
"352466,7384768",1.0
"352467,7388253",2.0
"352470,7398939",5.0
"352471,7413918",2.0
